id,grieks,translit,translitz,nedS,nedI,nedSz,nedIz,strong,CGTparsing,CGTparsingT,CGTparsingN,CGTparsingTN,griUniekeid,bijvolgende,samen
11464,περιαγων,periagōn,periagon,RONDOM-VOEREN<i>de-zijnde</i>,rondgaan<i>de zijnde</i>,RONDOM-VOERENde-zijnde,rondgaande zijnde,4013,V-NIAP-NSM,V-PAP-NSM,W-GOAD-NME,W-Pr-Act-Ptc-NME,4027,NULL,NULL
11465,χειραγωγους,k<sup>h</sup>eiragōgous,kheiragogous,HAND-VOERder<i>s</i>,geleider<i>s</i> aan de hand,HAND-VOERders,geleiders aan de hand,5497,N-APM,N-APM,N-AMM,N-AMM,1023,NULL,NULL
11466,ανθυπατος,ant<sup>h</sup>upatos,anthupatos,INPLAATS-BOVEN-meest,stadhouder,INPLAATS-BOVEN-meest,stadhouder,446,N-NSM,N-NSM,N-NME,N-NME,439,NULL,NULL
11467,επιστευσεν,episteusen,episteusen,<i>(hij)</i>-GELOOF<i>t</i>,<i>(hij)</i> geloof<i>t</i>,hij-GELOOFt,hij gelooft,4100,V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,4254,NULL,NULL
11468,εκπλησσομενος,ekplēssomenos,ekplessomenos,UIT-SLAAN<i>de-zijnde</i><sup>๏</sup>,zich verwonderen<i>de zijnde</i><sup>๏</sup>,UIT-SLAANde-zijnde,zich verwonderende zijnde,1605,V-NIMP-NSM,V-PPP-NSM,W-GOMD-NME,W-Pr-Med-Ptc-NME,1547,NULL,NULL
11469,αναχθεντες,anak<sup>h</sup>t<sup>h</sup>entes,anakhthentes,OPWAARTS-<i>ge</i>VOER<i>d-wordenden</i>,omhoog <i>ge</i>leid <i>wordenden</i>,OPWAARTS-geVOERd-wordenden,omhoog geleid wordenden,321,V-NNPP-NPM,V-APP-NPM,W-GHPD-NMM,W-Ao-Pas-Ptc-NMM,287,NULL,NULL
11470,παφου,pap<sup>h</sup>ou,paphou,PAPHOS,Pafos,PAPHOS,Pafos,3974,N-GSF,N-GSF,N-GVE,N-GVE,3847,NULL,NULL
11471,παυλον,paulon,paulon,PAULUS,Paulus,PAULUS,Paulus,3972,N-ASM,N-ASM,N-AME,N-AME,3981,NULL,NULL
11472,περγην,pergēn,pergen,PERGE,Perge,PERGE,Perge,4011,N-ASF,N-ASF,N-AVE,N-AVE,4024,NULL,NULL
11473,παμφυλιας,pamp<sup>h</sup>ulias,pamphulias,AL-SPRUITen,Pamfylië,AL-SPRUITen,Pamfylië,3828,N-GSF,N-GSF,N-GVE,N-GVE,3828,NULL,NULL
11474,αποχωρησας,apok<sup>h</sup>ōrēsas,apokhoresas,VANAF-RUIMTE-<i>ende</i>,vandaan gaan<i>de</i>,VANAF-RUIMTE-ende,vandaan gaande,672,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,562,NULL,NULL
11475,περγης,pergēs,perges,PERGE,Perge,PERGE,Perge,4011,N-GSF,N-GSF,N-GVE,N-GVE,4024,NULL,NULL
11476,πισιδιαν,pisidian,pisidian,PISIDIE,Pisidië,PISIDIE,Pisidië,4099,N-ASF,N-ASF,N-AVE,N-AVE,4253,NULL,NULL
11477,εκαθισαν,ekat<sup>h</sup>isan,ekathisan,<i>(zij)</i>-NEER-doen-zijn,<i>(zij)</i> gaan zitten,zij-NEER-doen-zijn,zij gaan zitten,2523,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,2896,NULL,NULL
11478,αναγνωσιν,anagnōsin,anagnosin,OPWAARTS-KENnis,lezen,OPWAARTS-KENnis,lezen,320,N-ASF,N-ASF,N-AVE,N-AVE,286,NULL,NULL
11479,αρχισυναγωγοι,ark<sup>h</sup>isunagōgoi,arkhisunagogoi,OORSPRONG-SAMEN-VOERder<i>s</i>,overste van de synagoge<i>n</i>,OORSPRONG-SAMEN-VOERders,overste van de synagogen,752,N-NPM,N-NPM,N-NMM,N-NMM,679,NULL,NULL
11480,φοβουμενοι,p<sup>h</sup>oboumenoi,phoboumenoi,VREZEN<i>de-zijnden</i><sup>๏</sup>,vrezen<i>de zijnden</i><sup>๏</sup>,VREZENde-zijnden,vrezende zijnden,5399,V-NIMP-NPM,V-PNP-NPM,W-GOMD-NMM,W-Pr-Med-Ptc-NMM,4167,NULL,NULL
11481,παροικια,paroikia,paroikia,LANGSBIJ-HUIZing,tijdelijk verblijf,LANGSBIJ-HUIZing,tijdelijk verblijf,3940,N-DSF,N-DSF,N-DVE,N-DVE,3945,NULL,NULL
11482,βραχειονος,brak<sup>h</sup>eionos,brakheionos,<i>van</i>-STUKJE,<i>van</i> arm,van-STUKJE,van arm,1023,N-GSM,N-GSM,N-GME,N-GME,967,NULL,NULL
11483,υψηλου,<sup>h</sup>up<sup>s</sup>ēlou,hupselou,HOG<i>e</i>,hog<i>e</i>,HOGe,hoge,5308,A-GSM,A-GSM,A-GME,A-GME,2570,NULL,NULL
11484,τεσσερακονταετη,tesserakontaetē,tesserakontaete,VIER-TIG-JAAR,veertig jaar,VIER-TIG-JAAR,veertig jaar,5063,A-ASM,A-ASM,A-AME,A-AME,5254,NULL,NULL
11485,ετροφοφορησεν,etrop<sup>h</sup>op<sup>h</sup>orēsen,etrophophoresen,<i>(hij)</i>-VOED<i>t</i>-DRAGEN,<i>(hij)</i> draag<i>t</i> (als) voedster,hij-VOEDt-DRAGEN,hij draagt (als) voedster,[5159],V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,5441,NULL,NULL
11486,κατεκληρονομησεν,kateklēronomēsen,katekleronomesen,<i>(hij)</i>-NEER-LOT-DEELHEEF<i>t</i>,<i>(hij)</i> verdeel<i>t</i> (door) lot,hij-NEER-LOT-DEELHEEFt,hij verdeelt (door) lot,[2624],V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,2773,NULL,NULL
11487,ετεσι,etesi,etesi,<i>aan</i>-JAR<i>en</i>,<i>aan</i> jar<i>en</i>,aan-JARen,aan jaren,2094,N-DPN,N-DPN,N-DOM,N-DOM,1972,NULL,NULL
11488,τετρακοσιοις,tetrakosiois,tetrakosiois,VIER-HONDERDVOUD,vierhonderd,VIER-HONDERDVOUD,vierhonderd,5071,A-DPN,A-DPN,A-DOM,A-DOM,5261,NULL,NULL
11489,κριτας,kritas,kritas,RICHTer<i>s</i>,rechter<i>s</i>,RICHTers,rechters,2923,N-APM,N-APM,N-AMM,N-AMM,3107,NULL,NULL
11490,ητησαντο,ētēsanto,etesanto,<i>(zij)</i>-VERZOEKen<sup>๏</sup>,<i>(zij)</i> verzoeken<sup>๏</sup>,(zij)-VERZOEKen๏,(zij) verzoeken๏,154,V-NNMI-3P,V-AMI-3P,W-GHMA-3M,W-Ao-Med-Ind-3M,137,NULL,NULL
11491,κεις,keis,keis,KEIS,Kis,KEIS,Kis,2797,N-PRI,N-PRI,N-NAE,N-NAE,2930,NULL,NULL
11492,βενιαμειν,beniamein,beniamein,BENJAMIN,Benjamin,BENJAMIN,Benjamin,958,N-PRI,N-PRI,N-NAE,N-NAE,906,NULL,NULL
11493,μεταστησας,metastēsas,metastesas,MET-STAAN<i>de</i>,verzetten<i>de</i>,MET-STAANde,verzettende,3179,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,3441,NULL,NULL
11494,μαρτυρησας,marturēsas,marturesas,MARKEREN<i>de</i>,getuigen<i>de</i>,MARKERENde,getuigende,3140,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,3315,NULL,NULL
11495,θεληματα,t<sup>h</sup>elēmata,thelemata,WIL-effect<i>en</i>,wil<sup>mv</sup>,WIL-effecten,wil,2307,N-APN,N-APN,N-AOM,N-AOM,5296,NULL,NULL
11496,προκηρυξαντος,prokēruk<sup>s</sup>antos,prokeruksantos,<i>van</i>-VOOR-HERAUTen<i>de</i>,<i>van</i> tevoren als heraut afkondigen<i>de</i>,van-VOOR-HERAUTende,van tevoren als heraut afkondigende,4296,V-NNAP-GSM,V-AAP-GSM,W-GHAD-GME,W-Ao-Act-Ptc-GME,4462,NULL,NULL
11497,εισοδου,eisodou,eisodou,NAARBINNEN-WEG,ingang,NAARBINNEN-WEG,ingang,1529,N-GSF,N-GSF,N-GVE,N-GVE,1475,NULL,NULL
11498,επληρου,eplērou,eplerou,<i>(hij)</i>-VOL-maak<i>te</i>,<i>(hij)</i> vervul<i>de</i>,(hij)-VOL-maakte,(hij) vervulde,4137,V-PIAI-3S,V-IAI-3S,W-VOAA-3E,W-Im-Act-Ind-3E,4286,NULL,NULL
11499,δρομον,dromon,dromon,REN,loop,REN,loop,1408,N-ASM,N-ASM,N-AME,N-AME,1376,NULL,NULL
11500,υπονοειτε,<sup>h</sup>uponoeite,huponoeite,<i>(jullie)-zijn</i>-ONDER-DENKZINnen<i>de</i>,<i>(jullie) zijn</i> verdenken<i>de</i>,jullie-zijn-ONDER-DENKZINnende,jullie zijn verdenkende,5282,V-RIAI-2P,V-PAI-2P,W-HOAA-2M,W-Pr-Act-Ind-2M,2552,NULL,NULL
11501,υιοι,<sup>h</sup>uioi,huioi,ZON<i>en!</i>,zon<i>en!</i>,ZONen!,zonen!,5207,N-VPM,N-VPM,N-VMM,N-VMM,2474,NULL,NULL
11502,σωτηριας,sōtērias,soterias,REDding,redding,REDding,redding,4991,N-GSF,N-GSF,N-GVE,N-GVE,4884,NULL,NULL
11503,εξαπεσταλη,ek<sup>s</sup>apestalē,eksapestale,<i>(hij)-wordt</i>-UIT-VANAF-<i>ge</i>STEL<i>d</i>,<i>(hij) wordt</i> weg<i>ge</i>zonden,(hij)-wordt-UIT-VANAF-geSTELd,(hij) wordt weggezonden,1821,V-NNPI-3S,V-2API-3S,W-GHPA-3E,W-2Ao-Pas-Ind-3E,2071,NULL,NULL
11504,αγνοησαντες,agnoēsantes,agnoesantes,ON-KENNEN<i>den</i>,onwetend zijn<i>den</i>,ON-KENNENden,onwetend zijnden,50,V-NNAP-NPM,V-AAP-NPM,W-GHAD-NMM,W-Ao-Act-Ptc-NMM,84,NULL,NULL
11505,φωνας,p<sup>h</sup>ōnas,phonas,GELUID<i>en</i>,geluid<i>en</i>,GELUIDen,geluiden,5456,N-APF,N-APF,N-AVM,N-AVM,4175,NULL,NULL
11506,αναγινωσκομενας,anaginōskomenas,anaginoskomenas,OPWAARTS-KENNEN<i>de-zijnden</i><sup>๏</sup>,lezen<i>de zijnden</i><sup>๏</sup>,OPWAARTS-KENNENde-zijnden,lezende zijnden,314,V-NIMP-APF,V-PPP-APF,W-GOMD-AVM,W-Pr-Med-Ptc-AVM,284,NULL,NULL
11507,κριναντες,krinantes,krinantes,RICHTEN<i>den</i>,oordelen<i>den</i>,RICHTENden,oordelenden,2919,V-NNAP-NPM,V-AAP-NPM,W-GHAD-NMM,W-Ao-Act-Ptc-NMM,3102,NULL,NULL
11508,επληρωσαν,eplērōsan,eplerosan,<i>(zij)</i>-VOL-maken,<i>(zij)</i> vervullen,(zij)-VOL-maken,(zij) vervullen,4137,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,4286,NULL,NULL
11509,μηδεμιαν,mēdemian,medemian,NEE-ECHTER-ÉÉN,(toch) niets/niemand,NEE-ECHTER-ÉÉN,(toch) niets/niemand,3367,A-ASF-N,A-ASF-N,A-AVE-N,A-AVE-N,3345,NULL,NULL
11510,καθελοντες,kat<sup>h</sup>elontes,kathelontes,NEER-HEFFEN<i>den</i>,neerhalen<i>den</i>,NEER-HEFFENden,neerhalenden,2507,V-NNAP-NPM,V-2AAP-NPM,W-GHAD-NMM,W-2Ao-Act-Ptc-NMM,2876,NULL,NULL
11511,ξυλου,k<sup>s</sup>ulou,ksulou,HOUT,hout,HOUT,hout,3586,N-GSN,N-GSN,N-GOE,N-GOE,5477,NULL,NULL
11512,συναναβασιν,sunanabasin,sunanabasin,SAMEN-OPWAARTS-STAPpen<i>de</i>,samen optrekken<i>de</i>,SAMEN-OPWAARTS-STAPpende,samen optrekkende,4872,V-NNAP-DPM,V-2AAP-DPM,W-GHAD-DMM,W-2Ao-Act-Ptc-DMM,5073,NULL,NULL
11513,ευαγγελιζομεθα,euaggelizomet<sup>h</sup>a,euaggelizometha,<i>(wij)-zijn</i>-WEL-BOODSCHAP-maken<i>de</i><sup>๏</sup>,<i>(wij) zijn</i> evangelie verkondigen<i>de</i><sup>๏</sup>,(wij)-zijn-WEL-BOODSCHAP-makende๏,(wij) zijn evangelie verkondigende๏,2097,V-RIMI-1P,V-PMI-1P,W-HOMA-1M,W-Pr-Med-Ind-1M,1977,NULL,NULL
11514,εκπεπληρωκεν,ekpeplērōken,ekpepleroken,<i>(hij)-heeft</i>-UIT-<i>ge</i>VUL<i>d</i>,<i>(hij) heeft</i> volledig vervul<i>d</i>,(hij)-heeft-UIT-geVULd,(hij) heeft volledig vervuld,1603,V-RCAI-3S,V-RAI-3S,W-HVAA-3E,W-Pf-Act-Ind-3E,1545,NULL,NULL
11515,ψαλμω,p<sup>s</sup>almō,psalmo,AANSLAAN,psalm,AANSLAAN,psalm,5568,N-DSM,N-DSM,N-DME,N-DME,4585,NULL,NULL
11516,γεγεννηκα,gegennēka,gegenneka,<i>(ik)-heb</i>-GEWORDEN,<i>(ik) heb</i> voort<i>ge</i>bracht,(ik)-heb-GEWORDEN,(ik) heb voortgebracht,1080,V-RCAI-1S,V-RAI-1S,W-HVAA-1E,W-Pf-Act-Ind-1E,2143,NULL,NULL
11517,μελλοντα,mellonta,mellonta,STAAN<i>de</i>+TE-<i>zijnde</i>,op het punt staan<i>de zijnde</i>,STAANde+TE-zijnde,op het punt staande zijnde,3195,V-NIAP-ASM,V-PAP-ASM,W-GOAD-AME,W-Pr-Act-Ptc-AME,3374,NULL,NULL
11518,υποστρεφειν,<sup>h</sup>upostrep<sup>h</sup>ein,hupostrephein,ONDER-KEREN<i>de-te-zijn</i>,terugkeren<i>de te zijn</i>,ONDER-KERENde-te-zijn,terugkerende te zijn,5290,V-NIAN,V-PAN,W-GOAO,W-Pr-Act-Inf,2562,NULL,NULL
11519,ειρηκεν,eirēken,eireken,<i>(hij)-heeft-ge</i>GUTS<i>t</i>,<i>(hij) heeft</i> uit<i>ge</i>sproken,(hij)-heeft-geGUTSt,(hij) heeft uitgesproken,2046,V-RCAI-3S-ATT,V-RAI-3S-ATT,W-HVAA-3E-ATT,W-Pf-Act-Ind-3E-ATT,1932,NULL,NULL
11520,οσια,<sup>h</sup>osia,hosia,WELGEZIND<i>e</i>,welgezind<i>e</i>,WELGEZINDe,welgezinde,3741,A-APN,A-APN,A-AOM,A-AOM,2444,NULL,NULL
11521,πιστα,pista,pista,GELOVENd,gelovig,GELOVENd,gelovig,4103,A-APN,A-APN,A-AOM,A-AOM,4257,NULL,NULL
11522,υπηρετησας,<sup>h</sup>upēretēsas,huperetesas,ONDER-ROEIEN<i>de</i>,assisteren<i>de</i>,ONDER-ROEIENde,assisterende,5256,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,2513,NULL,NULL
11524,αφεσις,ap<sup>h</sup>esis,aphesis,VANAF-LATing,vergeving,VANAF-LATing,vergeving,859,N-NSF,N-NSF,N-NVE,N-NVE,529,NULL,NULL
11525,καταγγελλεται,kataggelletai,kataggelletai,<i>(hij)-is</i>-NEER-BOODSCHAPpen<i>de</i><sup>๏</sup>,<i>(hij) is</i> aankondigen<i>de</i><sup>๏</sup>,(hij)-is-NEER-BOODSCHAPpende๏,(hij) is aankondigende๏,2605,V-RIMI-3S,V-PPI-3S,W-HOMA-3E,W-Pr-Med-Ind-3E,2760,NULL,NULL
11526,ηδυνηθητε,ēdunēt<sup>h</sup>ēte,edunethete,<i>(jullie)-worden</i>-VERMOGEN,<i>(jullie) worden ge</i>kun<i>d</i>,(jullie)-worden-VERMOGEN,(jullie) worden gekund,1410,V-NNPI-2P-ATT,V-AOI-2P-ATT,W-GHPA-2M-ATT,W-Ao-Pas-Ind-2M-ATT,1378,NULL,NULL
11527,δικαιωθηναι,dikaiōt<sup>h</sup>ēnai,dikaiothenai,<i>ge</i>RECHTVAARDIG<i>d-te-worden</i>,<i>ge</i>rechtvaardig<i>d te worden</i>,geRECHTVAARDIGd-te-worden,gerechtvaardigd te worden,1344,V-NNPN,V-APN,W-GHPO,W-Ao-Pas-Inf,1300,NULL,NULL
11528,δικαιουται,dikaioutai,dikaioutai,<i>(hij)-is</i>-RECHTVAARDIGen<i>de</i><sup>๏</sup>,<i>(hij) is</i> rechtvaardigen<i>de</i><sup>๏</sup>,(hij)-is-RECHTVAARDIGende๏,(hij) is rechtvaardigende๏,1344,V-RIMI-3S,V-PPI-3S,W-HOMA-3E,W-Pr-Med-Ind-3E,1300,NULL,NULL
11529,καταφρονηται,katap<sup>h</sup>ronētai,kataphronetai,NEER-geNEIGd-er<i>s</i>,verachter<i>s</i>,NEER-geNEIGd-ers,verachters,2707,N-NPM,N-NPM,N-NMM,N-NMM,2818,NULL,NULL
11530,θαυμασατε,t<sup>h</sup>aumasate,thaumasate,VERBAAS-<i>(jullie)!</i>,verbaas <i>(jullie)!</i>,VERBAASt-(jullie)!,verbaast (jullie)!,2296,V-NNAM-2P,V-AAM-2P,W-GHAG-2M,W-Ao-Act-Imp-2M,5284,NULL,NULL
11531,αφανισθητε,ap<sup>h</sup>anist<sup>h</sup>ēte,aphanisthete,<i>word</i>-ON-<i>ge</i>daan-SCHIJNEN<i>-(jullie)!</i>,<i>word</i> verdwenen <i>(jullie)!</i>,wordt-ON-gedaan-SCHIJNEN-(jullie)!,wordt verdwenen (jullie)!,853,V-NNPM-2P,V-APM-2P,W-GHPG-2M,W-Ao-Pas-Imp-2M,524,NULL,NULL
11532,εκδιηγηται,ekdiēgētai,ekdiegetai,<i>dat-(hij)</i>-UIT-DOOR-VOEREN<i>de-zij</i><sup>๏</sup>,<i>dat (hij)</i> gedetailleerd vertellen<i>de zij</i><sup>๏</sup>,dat-(hij)-UIT-DOOR-VOERENde-zij๏,dat (hij) gedetailleerd vertellende zij๏,1555,V-NIMS-3S,V-PNS-3S,W-GOMV-3E,W-Pr-Med-Con-3E,1492,NULL,NULL
11533,εξιοντων,ek<sup>s</sup>iontōn,eksionton,<i>van</i>-UIT-ZIJN<i>den</i>,<i>van</i> zich begeven<i>den</i>,van-UIT-ZIJNden,van zich begevenden,1826,V-NNAP-GPM,V-2AAP-GPM,W-GHAD-GMM,W-2Ao-Act-Ptc-GMM,2078,NULL,NULL
11534,λαληθηναι,lalēt<sup>h</sup>ēnai,lalethenai,<i>ge</i>SPROKEN-<i>te-worden</i>,<i>ge</i>sproken <i>te worden</i>,geSPROKEN-te-worden,gesproken te worden,2980,V-NNPN,V-APN,W-GHPO,W-Ao-Pas-Inf,3159,NULL,NULL
11535,λυθεισης,lut<sup>h</sup>eisēs,lutheises,<i>van-ge</i>LOS<i>t-wordende</i>,<i>van</i> los<i>ge</i>maak<i>t wordende</i>,van-geLOSt-wordende,van losgemaakt wordende,3089,V-NNPP-GSF,V-APP-GSF,W-GHPD-GVE,W-Ao-Pas-Ptc-GVE,3256,NULL,NULL
11536,σεβομενων,sebomenōn,sebomenon,VEREREN<i>de-zijnden</i><sup>๏</sup>,vereren<i>de zijnden</i><sup>๏</sup>,VERERENde-zijnden,vererende zijnden,4576,V-NIMP-GPM,V-PNP-GPM,W-GOMD-GMM,W-Pr-Med-Ptc-GMM,4768,NULL,NULL
11537,προσηλυτων,prosēlutōn,proseluton,NAARTOE-KOMENde<i>n</i>,proseliet<i>en</i>,NAARTOE-KOMENden,proselieten,4339,N-GPM,N-GPM,N-GMM,N-GMM,4514,NULL,NULL
11538,βαρναβα,barnaba,barnaba,BARNABAS,Barnabas,BARNABAS,Barnabas,921,N-DSM,N-DSM,N-DME,N-DME,863,NULL,NULL
11539,προσλαλουντες,proslalountes,proslalountes,NAARTOE-SPREKEN<i>de-zijnden</i>,spreken<i>de zijnden</i> tot,NAARTOE-SPREKENde-zijnden,sprekende zijnden tot,4354,V-NIAP-NPM,V-PAP-NPM,W-GOAD-NMM,W-Pr-Act-Ptc-NMM,4534,NULL,NULL
11540,επειθον,epeit<sup>h</sup>on,epeithon,<i>(zij)</i>-OVERTUIG<i>den</i>,<i>(zij)</i> overtuig<i>den</i>,(zij)-OVERTUIGden,(zij) overtuigden,3982,V-PIAI-3P,V-IAI-3P,W-VOAA-3M,W-Im-Act-Ind-3M,3997,NULL,NULL
11541,ερχομενω,erk<sup>h</sup>omenō,erkhomeno,KOMEN<i>de-zijnde</i><sup>๏</sup>,komen<i>de zijnde</i><sup>๏</sup>,KOMENde-zijnde,komende zijnde,2064,V-NIMP-DSN,V-PNP-DSN,W-GOMD-DOE,W-Pr-Med-Ptc-DOE,1925,NULL,NULL
11542,σχεδον,sk<sup>h</sup>edon,skhedon,BIJNA,bijna,BIJNA,bijna,4975,ADV,ADV,BIJW,BIJW,4757,NULL,NULL
11543,αντελεγον,antelegon,antelegon,<i>(zij)</i>-INPLAATS-VERZAMEL</i>den</i>,<i>(zij)</i> sprak<i>en</i> tegen,zij-INPLAATS-VERZAMELden,zij spraken tegen,483,V-PIAI-3P,V-IAI-3P,W-VOAA-3M,W-Im-Act-Ind-3M,450,NULL,NULL
11544,παυλου,paulou,paulou,<i>van</i>-PAULUS,<i>van</i> Paulus,van-PAULUS,van Paulus,3972,N-GSM,N-GSM,N-GME,N-GME,3981,NULL,NULL
11545,παρρησιασαμενοι,parr<sup>h</sup>ēsiasamenoi,parrhesiasamenoi,AL-GUTSEN<i>de</i><sup>๏</sup>,vrijmoedig zijn<i>de</i><sup>๏</sup>,AL-GUTSENde,vrijmoedig zijnde,3955,V-NNMP-NPM,V-ADP-NPM,W-GHMD-NMM,W-Ao-Med-Ptc-NMM,3959,NULL,NULL
11546,αναγκαιον,anagkaion,anagkaion,OPWAARTS-SAMENDRUKKENd,noodzakelijk,OPWAARTS-SAMENDRUKKENd,noodzakelijk,316,A-NSN,A-NSN,A-NOE,A-NOE,280,NULL,NULL
11547,απωθεισθαι,apōt<sup>h</sup>eist<sup>h</sup>ai,apotheisthai,VANAF-STOTEN<i>de-te-zijn</i><sup>๏</sup>,van zich afstoten<i>de te zijn</i><sup>๏</sup>,VANAF-STOTENde-te-zijn๏,van zich afstotende te zijn๏,683,V-NIMN,V-PNN,W-GOMO,W-Pr-Med-Inf,644,NULL,NULL
11548,κρινεται,krinetai,krinetai,<i>(hij)-is</i>-RICHTEN<i>de</i>,<i>(hij) is</i> oordelen<i>de</i>,(hij)-is-RICHTENde,(hij) is oordelende,2919,V-RIAI-3S,V-PAI-3S,W-HOAA-3E,W-Pr-Act-Ind-3E,3102,NULL,NULL
11549,στρεφομεθα,strep<sup>h</sup>omet<sup>h</sup>a,strephometha,<i>(wij)-zijn</i>-KEREN<i>de</i><sup>๏</sup>,<i>(wij) zijn</i> keren<i>de</i><sup>๏</sup>,wij-zijn-KERENde,wij zijn kerende,4762,V-RIMI-1P,V-PPI-1P,W-HOMA-1M,W-Pr-Med-Ind-1M,4977,NULL,NULL
11550,εντεταλται,entetaltai,entetaltai,<i>(hij)-heeft</i>-IN-<i>ge</i>EINDig<i>d</i><sup>๏</sup>,<i>(hij) heeft</i> opdracht <i>ge</i>geven<sup>๏</sup>,(hij)-heeft-IN-geEINDigd๏,(hij) heeft opdracht gegeven๏,1781,V-RCMI-3S,V-RPI-3S,W-HVMA-3E,W-Pf-Med-Ind-3E,1710,NULL,NULL
11551,τεθεικα,tet<sup>h</sup>eika,tetheika,<i>(ik)-heb-ge</i>PLAATS<i>t</i>,<i>(ik) heb ge</i>plaats<i>t</i>,ik-heb-gePLAATSt,ik heb geplaatst,5087,V-RCAI-1S,V-RAI-1S,W-HVAA-1E,W-Pf-Act-Ind-1E,5285,NULL,NULL
11552,εσχατου,esk<sup>h</sup>atou,eskhatou,<i>van</i>-LAATST<i>e</i>,<i>van</i> laatste,van-LAATSTe,van laatste,2078,A-GSN-S,A-GSN-S,A-GOE-O,A-GOE-O,1950,NULL,NULL
11553,ακουοντα,akouonta,akouonta,HOREN<i>de-zijnden</i>,horen<i>de zijnden</i>,HORENde-zijnden,horende zijnden,191,V-NIAP-NPN,V-PAP-NPN,W-GOAD-NOM,W-Pr-Act-Ptc-NOM,165,NULL,NULL
11554,εχαιρον,ek<sup>h</sup>airon,ekhairon,<i>(zij)</i>-VERHEUG<i>den</i>,<i>(zij)</i> verheug<i>den</i> (zich),zij-VERHEUGden,zij verheugden (zich),5463,V-PIAI-3P,V-IAI-3P,W-VOAA-3M,W-Im-Act-Ind-3M,989,NULL,NULL
11555,τεταγμενοι,tetagmenoi,tetagmenoi,<i>ge</i>ZET-<i>hebbenden</i><sup>๏</sup>,<i>ge</i>zet <i>hebbenden</i><sup>๏</sup>,geZET-hebbenden,gezet hebbenden,5021,V-NCMP-NPM,V-RPP-NPM,W-GVMD-NMM,W-Pf-Med-Ptc-NMM,5215,NULL,NULL
11556,διεφερετο,diep<sup>h</sup>ereto,diephereto,<i>(hij)</i>-DOOR-DROEG<sup>๏</sup>,<i>(hij)</i> droeg (door)<sup>๏</sup>,(hij)-DOOR-DROEG๏,(hij) droeg (door)๏,1308,V-PIMI-3S,V-IPI-3S,W-VOMA-3E,W-Im-Med-Ind-3E,1233,NULL,NULL
11557,παρωτρυναν,parōtrunan,parotrunan,<i>(zij)</i>-LANGSBIJ-AANZETTEN,<i>(zij)</i> stoken op,(zij)-LANGSBIJ-AANZETTEN,(zij) stoken op,3951,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,3954,NULL,NULL
11558,σεβομενας,sebomenas,sebomenas,VEREREN<i>de-zijnden</i><sup>๏</sup>,vereren<i>de zijnden</i><sup>๏</sup>,VERERENde-zijnden,vererende zijnden,4576,V-NIMP-APF,V-PNP-APF,W-GOMD-AVM,W-Pr-Med-Ptc-AVM,4768,NULL,NULL
11559,ευσχημονας,eusk<sup>h</sup>ēmonas,euskhemonas,WEL-FIGUUR-,respectabel<i>e</i>,WEL-FIGUUR-,respectabele,2158,A-APM,A-APM,A-AMM,A-AMM,2034,NULL,NULL
11560,πρωτους,prōtous,protous,VOOR-meest,eerste,VOOR-meest,eerste,4413,A-APM-S,A-APM-S,A-AMM-O,A-AMM-O,4575,NULL,NULL
11561,επηγειραν,epēgeiran,epegeiran,<i>(zij)</i>-OP-WEKKEN,<i>(zij)</i> zetten op,zij-OP-WEKKEN,zij zetten op,1892,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,1766,NULL,NULL
11562,διωγμον,diōgmon,diogmon,ACHTERVOLGing,vervolging,ACHTERVOLGing,vervolging,1375,N-ASM,N-ASM,N-AME,N-AME,1310,NULL,NULL
11563,εκτιναξαμενοι,ektinak<sup>s</sup>amenoi,ektinaksamenoi,UIT-SCHUDDEN<i>de</i><sup>๏</sup>,afkloppen<i>de</i><sup>๏</sup>,UIT-SCHUDDENde,afkloppende,1621,V-NNMP-NPM,V-AMP-NPM,W-GHMD-NMM,W-Ao-Med-Ptc-NMM,1567,NULL,NULL
11564,εικονιον,eikonion,eikonion,IKONIUM,Ikonium,IKONIUM,Ikonium,2430,N-ASN,N-ASN,N-AOE,N-AOE,2614,NULL,NULL
11566,εικονιω,eikoniō,eikonio,<i>aan</i>-IKONIUM,<i>aan</i> Ikonium,aan-IKONIUM,aan Ikonium,2430,N-DSN,N-DSN,N-DOE,N-DOE,2614,NULL,NULL
