num,hebreeuws,text,BDB,pos
3342,יֶקֶב,"yeqeb, <i>yeh'-keb</i>;  from an unused root meaning to excavate; a trough (as dug out); specifically, a wine-vat (whether the lower one, into which the juice drains; or the upper, in which the grapes are crushed):--fats, presses, press-fat, wine(-press).","1) wine vat, wine-press<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to excavate",n-m
3343,יְקַבְצְאֵל,"Yqabts'el, <i>yek-ab-tseh-ale'</i>;  from 'qabats' (<a class=""SR"">H6908</a>) and ''el' (<a class=""SR"">H410</a>); God will gather; Jekabtseel, a place in Palestine:--Jekabzeel. Compare 'Qabts'el' (<a class=""SR"">H6909</a>).","Jekabzeel = ""God gathers""<br>1) the most remote city of Judah; located in southern Judah on the border of Edom<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6908</a> and <a class='SR'>H410</a>",n-pr-loc
3344,יָקַד,"yaqad, <i>yaw-kad'</i>;  a primitive root; to burn:--(be) burn(-ing), X from the hearth, kindle.","1) to burn, kindle, be kindled<br><div class=""s15p"">1a) (Qal) to be kindled</div><div class=""s15p"">1b) (Hophal) to burn, be burning</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3345,יְקַד,"yqad, <i>yek-ad'</i>;  (Aramaic) corresponding to 'yaqad' (<a class=""SR"">H3344</a>):--burning.",1) (Peal) to burn<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H3344</a>,v
3346,יְקֵדָא,"yqeda', <i>yek-ay-daw'</i>;  (Aramaic) from 'yqad' (<a class=""SR"">H3345</a>); a conflagration: -burning.",1) a burning<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3345</a>,n-f
3347,יׇקְדְעָם,"Yoqd`am, <i>yok-deh-awm'</i>;  from 'yaqad' (<a class=""SR"">H3344</a>) and '`am' (<a class=""SR"">H5971</a>); burning of (the) people; Jokdeam, a place in Palestine:--Jokdeam.","Jokdeam = ""burning of a people""<br>1) a city in the mountains of southern Judah; apparently south of Hebron<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3344</a> and <a class='SR'>H5971</a>",n-pr-loc
3348,יָקֶה,"Yaqeh, <i>yaw-keh'</i>;  from an unused root probably meaning to obey; obedient; Jakeh, a symbolical name (for Solomon):--Jakeh.","Jakeh = ""blameless""<br>1) father of Agur the sage<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from an unused root probably meaning to obey",n-pr-m
3349,יִקָּהָה,"yiqqahah, <i>yik-kaw-haw'</i>;  from the same as 'Yaqeh' (<a class=""SR"">H3348</a>); obedience: -gathering, to obey.","1) obedience, cleansing, purging<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H3348</a>",n-f
3350,יְקוֹד,"yqowd, <i>yek-ode'</i>;  from 'yaqad' (<a class=""SR"">H3344</a>); a burning:--burning.",1) a burning<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3344</a>,n-m
3351,יְקוּם,"yquwm, <i>yek-oom'</i>;  from 'quwm' (<a class=""SR"">H6965</a>); properly, standing (extant), i.e. by implication, a living thing:--(living) substance.","1) living substance, that which stands or exists, existence, substance<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6965</a>",n-m
3352,יָקוֹשׁ,"yaqowsh, <i>yaw-koshe'</i>;  from 'yaqosh' (<a class=""SR"">H3369</a>); properly, entangling; hence, a snarer: -fowler.","1) fowler, bait-layer<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3369</a>",n-m
3353,יָקוּשׁ,"yaquwsh, <i>yaw-koosh'</i>;  passive participle of 'yaqosh' (<a class=""SR"">H3369</a>); properly, entangled, i.e. by implication (intransitively) a snare, or (transitive) a snarer:--fowler, snare.","1) fowler, trapper, bait-layer<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: passive participle of <a class='SR'>H3369</a>",n-m
3354,יְקוּתִיאֵל,"Yquwthiy'el, <i>yek-ooth-ee'-ale</i>;  from the same as 'Yaqeh' (<a class=""SR"">H3348</a>) and ''el' (<a class=""SR"">H410</a>); obedience of God; Jekuthiel, an Israelite:--Jekuthiel.","Jekuthiel = ""cleansing of God""<br>1) a descendant of Caleb of the tribe of Judah<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H3348</a> and <a class='SR'>H410</a>",n-pr-m
3355,יׇקְטָן,"Yoqtan, <i>yok-tawn'</i>;  from 'qaton' (<a class=""SR"">H6994</a>); he will be made little; Joktan, an Arabian patriarch:--Joktan.","Joktan = ""smallness""<br>1) son of Eber and descendant of Shem and patriarch of various Arabian tribes<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6994</a>",n-pr-m
3356,יָקִים,"Yaqiym, <i>yaw-keem'</i>;  from 'quwm' (<a class=""SR"">H6965</a>); he will raise; Jakim, the name of two Israelites:--Jakim. Compare 'Yhowyaqiym' (<a class=""SR"">H3079</a>).","Jakim = ""He will raise""<br>1) a Benjamite and descendant of Shimhi<br>2) a Levite priest in charge of the 12th course in the time of David<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6965</a>",n-pr-m
3357,יַקִּיר,"yaqqiyr, <i>yak-keer'</i>;  from 'yaqar' (<a class=""SR"">H3365</a>); precious:--dear.","1) rare, very precious, honour, dear<br>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3365</a>",a
3358,יַקִּיר,"yaqqiyr, <i>yak-keer'</i>;  (Aramaic) corresponding to 'yaqqiyr' (<a class=""SR"">H3357</a>):--noble, rare.","1) rare, noble, famous, difficult<br><div class=""s15p"">1a) honourable</div><div class=""s15p"">1b) difficult (metonymy)</div>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H3357</a>",a
3359,יְקַמְיָה,"Yqamyah, <i>yek-am-yaw'</i>;  from 'quwm' (<a class=""SR"">H6965</a>) and 'Yahh' (<a class=""SR"">H3050</a>); Jah will rise; Jekamjah, the name of two Israelites:--Jekamiah. Compare 'Yhowyaqiym' (<a class=""SR"">H3079</a>).","Jecamiah or Jekamiah = ""Jehovah raises""<br>1) a descendant of Judah, son of Shallum in the line of Ahlai<br>2) a descendant of David and one of the seven introduced into the royal line on the failure of it in the person of Jehoiachin<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6965</a> and <a class='SR'>H3050</a>",n-pr-m
3360,יְקַמְעָם,"Yqam`am, <i>yek-am'-awm</i>;  from 'quwm' (<a class=""SR"">H6965</a>) and '`am' (<a class=""SR"">H5971</a>); (the) people will rise; Jekamam, an Israelite:--Jekameam. Compare 'Yhowyaqiym' (<a class=""SR"">H3079</a>), 'Yoqm`am' (<a class=""SR"">H3361</a>).","Jekameam = ""let the people rise""<br>1) a Levite, the 4th son of Hebron and grandson of Kohath in the time of David<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6965</a> and <a class='SR'>H5971</a>",n-pr-m
3361,יׇקְמְעָם,"Yoqm`am, <i>yok-meh-awm'</i>;  from 'quwm' (<a class=""SR"">H6965</a>) and '`am' (<a class=""SR"">H5971</a>); (the) people will be raised; Jokmeam, a place in Palestine:--Jokmeam. Compare 'Yqam`am' (<a class=""SR"">H3360</a>), 'Yoqn`am' (<a class=""SR"">H3362</a>).","Jokmeam = ""gathered by the people""<br>1) a city of refuge in Ephraim given to the Kohathite Levites<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6965</a> and <a class='SR'>H5971</a>",n-pr-loc
3362,יׇקְנְעָם,"Yoqn`am, <i>yok-neh-awm'</i>;  from 'quwn' (<a class=""SR"">H6969</a>) and '`am' (<a class=""SR"">H5971</a>); (the) people will be lamented; Jokneam, a place in Palestine:--Jokneam.","Jokneam = ""the people lament""<br>1) a city of Canaan conquered by Joshua and in the territory of Zebulun but allotted to the Merarite Levites and located Mount Carmel<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6969</a> and <a class='SR'>H5971</a>",n-pr-loc
3363,יָקַע,"yaqa`, <i>yaw-kah'</i>;  a primitive root; properly, to sever oneself, i.e. (by implication) to be dislocated; figuratively, to abandon; causatively, to impale (and thus allow to drop to pieces by rotting):--be alienated, depart, hang (up), be out of joint.","1) to be dislocated, be alienated<br><div class=""s15p"">1a) (Qal) to be dislocated, be torn away, be alienated</div><div class=""s15p"">1b) (Hiphil)</div><div class=""s30p"">1b1) to execute slowly (by exposure or impalation)</div><div class=""s30p"">1b2) to hang</div><div class=""s15p"">1c) (Hophal) to be executed</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3364,יָקַץ,"yaqats, <i>yaw-kats'</i>;  a primitive root; to awake (intransitive):--(be) awake(-d).","1) (Qal) to awake, awaken, become active<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3365,יָקַר,"yaqar, <i>yaw-kar'</i>;  a primitive root; properly, apparently, to be heavy, i.e. (figuratively) valuable; causatively, to make rare (figuratively, to inhibit):--be (make) precious, be prized, be set by, withdraw.","1) to esteem, be prized, be valuable, be precious, be costly, be appraised<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to be precious, be highly valued, be esteemed, be costly</div><div class=""s30p"">1a2) to be appraised</div><div class=""s15p"">1b) (Hiphil) to make something precious</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3366,יְקָר,"yqar, <i>yek-awr'</i>;  from 'yaqar' (<a class=""SR"">H3365</a>); value, i.e. (concretely) wealth; abstractly, costliness, dignity:--honour, precious (things), price.","1) price, value, preciousness, honour, splendour, pomp<br><div class=""s15p"">1a) preciousness</div><div class=""s15p"">1b) price</div><div class=""s15p"">1c) honour, esteem</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3365</a>",n-m
3367,יְקָר,"yqar, <i>yek-awr'</i>;  (Aramaic) corresponding to 'yqar' (<a class=""SR"">H3366</a>):--glory, honour.","1) honour, esteem<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H3366</a>",n-m
3368,יָקָר,"yaqar, <i>yaw-kawr'</i>;  from 'yaqar' (<a class=""SR"">H3365</a>); valuable (obj. or subj.): -brightness, clear, costly, excellent, fat, honourable women, precious, reputation.","1) valuable, prized, weighty, precious, rare, splendid<br><div class=""s15p"">1a) precious</div><div class=""s30p"">1a1) costly</div><div class=""s30p"">1a2) precious, highly valued</div><div class=""s30p"">1a3) precious stones or jewels</div><div class=""s15p"">1b) rare</div><div class=""s15p"">1c) glorious, splendid</div><div class=""s15p"">1d) weighty, influential</div>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3365</a>",a
3369,יָקֹשׁ,"yaqosh, <i>yaw-koshe'</i>;  a primitive root; to ensnare (literally or figuratively):--fowler (lay a) snare.","1) to lure, entice, snare, lay a snare or lure, set a trap<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to lay snares (figuratively of devices of wicked)</div><div class=""s30p"">1a2) fowlers (participle)</div><div class=""s15p"">1b) (Niphal) to be ensnared, be caught by a bait</div><div class=""s15p"">1c) (Pual) to be entrapped</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3370,יׇקְשָׁן,"Yoqshan, <i>yok-shawn'</i>;  from 'yaqosh' (<a class=""SR"">H3369</a>); insidious; Jokshan, an Arabian patriarch:--Jokshan.","Jokshan = ""snarer""<br>1) a son of Abraham by Keturah and father of Sheba and Dedan<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3369</a>",n-pr-m
3371,יׇקְתְאֵל,"Yoqth'el, <i>yok-theh-ale'</i>;  probably from the same as 'Yaqeh' (<a class=""SR"">H3348</a>) and ''el' (<a class=""SR"">H410</a>); veneration of God (compare 'Yquwthiy'el' (<a class=""SR"">H3354</a>)); Joktheel, the name of a place in Palestine, and of one in Idumaea:--Joktheel.","Joktheel = ""the blessedness of God""<br>1) a city in the low country of Judah named next to Lachish<br>2) the name given to the cliff which was the stronghold of Edom by king Amaziah after capturing it; also called 'Selah' and 'Petra'<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: probably from the same as <a class='SR'>H3348</a> and <a class='SR'>H410</a>",n-pr-loc
3372,יָרֵא,"yare', <i>yaw-ray'</i>;  a primitive root; to fear; morally, to revere; caus. to frighten:--affright, be (make) afraid, dread(-ful), (put in) fear(-ful, -fully, -ing), (be had in) reverence(-end), X see, terrible (act, -ness, thing).","1) to fear, revere, be afraid<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to fear, be afraid</div><div class=""s30p"">1a2) to stand in awe of, be awed</div><div class=""s30p"">1a3) to fear, reverence, honour, respect</div><div class=""s15p"">1b) (Niphal)</div><div class=""s30p"">1b1) to be fearful, be dreadful, be feared</div><div class=""s30p"">1b2) to cause astonishment and awe, be held in awe</div><div class=""s30p"">1b3) to inspire reverence or godly fear or awe</div><div class=""s15p"">1c) (Piel) to make afraid, terrify</div>2) (TWOT) to shoot, pour<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3373,יָרֵא,"yare', <i>yaw-ray'</i>;  from 'yare'' (<a class=""SR"">H3372</a>); fearing; morally, reverent:--afraid, fear (-ful).","1) fearing, reverent, afraid<br>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3372</a>",a
3374,יִרְאָה,"yir'ah, <i>yir-aw'</i>;  feminine of 'yare'' (<a class=""SR"">H3373</a>); fear (also used as infinitive); morally, reverence:--X dreadful, X exceedingly, fear(-fulness).","1) fear, terror, fearing<br><div class=""s15p"">1a) fear, terror</div><div class=""s15p"">1b) awesome or terrifying thing (object causing fear)</div><div class=""s15p"">1c) fear (of God), respect, reverence, piety</div><div class=""s15p"">1d) revered</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3373</a>",n-f
3375,יִרְאוֹן,"Yirown, <i>yir-ohn'</i>;  from 'yare'' (<a class=""SR"">H3372</a>); fearfulness; Jiron, a place in Pal: -Iron.","Iron = ""fearing""<br>1) a city of Naphtali; site unknown<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3372</a>",n-pr-loc
3376,יִרְאִיָּיה,"Yir'iyayh, <i>yir-ee-yaw'</i>;  from 'yare'' (<a class=""SR"">H3373</a>) and 'Yahh' (<a class=""SR"">H3050</a>); fearful of Jah; Jirijah, an Israelite:--Irijah.","Irijah = ""Jehovah sees me""<br>1) son of Shelemiah, a captain of the guard who arrested Jeremiah<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3373</a> and <a class='SR'>H3050</a>",n-pr-m
3377,יָרֵב,"Yareb, <i>yaw-rabe'</i>;  from 'riyb' (<a class=""SR"">H7378</a>); he will contend; Jareb, a symbolical name for Assyria:--Jareb. Compare 'Yariyb' (<a class=""SR"">H3402</a>).","Jareb = ""contender""<br>1) an epithet given to the king of Assyria<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H7378</a>",n-m
3378,יְרֻבַּעַל,"Yrubba`al, <i>yer-oob-bah'-al</i>;  from 'riyb' (<a class=""SR"">H7378</a>) and 'Ba`al' (<a class=""SR"">H1168</a>); Baal will contend; Jerubbaal, a symbol. name of Gideon:--Jerubbaal.","Jerubbaal = ""let Baal contend""<br>1) name given to Gideon by his father when he destroyed the altar of Baal<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H7378</a> and <a class='SR'>H1168</a>",n-pr-m
3379,יָרׇבְעָם,"Yarob`am, <i>yaw-rob-awm'</i>;  from 'riyb' (<a class=""SR"">H7378</a>) and '`am' (<a class=""SR"">H5971</a>); (the) people will contend; Jarobam, the name of two Israelite kings:--Jeroboam.","Jeroboam = ""the people will contend""<br>1) the first king of the northern kingdom of Israel when the kingdom split at the death of Solomon and the 10 tribes split off from Judah and Benjamin and the kingdom under Solomon's son Rehoboam; idolatry was introduced at the beginning of his reign<br>2) the 8th king of the northern kingdom of Israel, son of Joash, and<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H7378</a> and <a class='SR'>H5971</a>",n-pr-m
