id,vid,tekst,type
498,47012008,"<div><b>dat Hij hem zou terugtrekken van mij</b> – De doorn in zijn vlees hinderde Paulus dermate, dat hij driemaal de Heer smeekte dat Hij de boodschapper van satan weg zou nemen. Interessant voor de discussie bij het vorige vers is wellicht dat het werkwoord terugtrekken, <a class=""ghw"" name=""G_l_535""><span class=""ncv-GH""><span class=""Greek"">αφιστημι</span></span></a>, vrijwel uitsluitend voor mensen of personen gebruikt wordt, al is het nog altijd mogelijk dat het werkwoord verwijst naar de boodschapper van satan, zonder te impliceren dat waarmee de boodschapper sloeg een mens moet zijn.</div>",0
500,47012009,"<div><b>Voldoende voor jou is Mijn <a class=""mw"">genade</a>, want Mijn kracht wordt volbracht in zwakheid</b>&nbsp;– <span>Wat een les valt hieruit te leren voor ons.&nbsp;</span>Het probleem van het kwaad is een grote worsteling voor veel gelovigen. Ze proberen God vrij te pleiten van al het onrecht door de verantwoordelijkheid van het kwaad af te schuiven op onze eigen vrije keuze, maar gaan daarmee voorbij aan de duidelijke uitspraken van God over Zijn handelen (<a class=""l"">Jes 45:7</a>; <a class=""l"">Rom 8:20-22</a>; <a class=""l"">9:17-32</a>; <a class=""l"">11:32,36</a>), maar zien bovenal, net zoals Paulus eerst deed, niet dat God een doel heeft met het lijden dat Hij in ons leven brengt. God heeft mensen de ervaring van kwaad gegeven, om ons nederig te maken (<a class=""l"">Pred 1:13</a>). Het moest voorkomen dat Paulus zich niet zou verheffen, maar juist door zijn zwakheid wist dat hij van God afhankelijk was.&nbsp;</div><div><br></div><div>Juist als wij kwaad lijden kan God ons Zijn liefde tonen, Zich over ons ontfermen (<a class=""l"">Rom 5:8</a>; <a class=""l"">11:32</a>), en pas&nbsp;<span>als wij zwak zijn kan God Zijn kracht in ons laten zien, omdat we dan niets anders meer kunnen dan het van Hem te verwachten.&nbsp;</span>Dat is misschien wel de&nbsp;belangrijkste&nbsp;les die we moeten leren. Wij zuchten en klagen door zwakte en druk op ons, terwijl we er een welbehagen in zouden moeten hebben (vers 10) dat we een kans krijgen de kracht en <a class=""mw"">genade</a>&nbsp;van Christus te ervaren.</div><div><br></div><div>Zie ook het onderwerp <div class=""zoek-oc"" name=""5073"">Kwaad</div>.</div>",6
501,47012009,"<div>Nu begint Paulus aan de afsluiting van zijn betoog over de dwaasheid van het roemen van zijn tegenstanders, die zich hem verweten zwak te zijn en op hem neerkeken. Juist die zwakte is het waar Paulus <b>met veel genot</b> in roemt, en als reden noemt hij: <b>opdat op mij de kracht van Christus zou tabernakelen</b>.</div>",4
502,47012009,"<div><a class=""l"">4:7</a>; <a class=""l"">13:4</a>; <a class=""l"">1Kor 2:3-5</a>; Zie ook <a class=""l"">Fil 1:29</a>;</div>",5
503,47012010,"<div><a class=""l"">4:7,8</a>; <a class=""l"">6:4,5</a>; <a class=""l"">11:23-30</a>; <a class=""l"">1Kor 1:18-25</a>; <a class=""l"">14:11-13</a>;</div>",5
504,47012011,"<div><b>Ik ben onbezonnen geworden</b> – Paulus was tegen het roemen over zichzelf, wat hij meerdere malen onbezonnenheid en niet bevorderlijk noemde (<a class=""l"">11:1,16,21</a>; <a class=""l"">12:1,6</a>). Maar hij zegt: <b>júllie noodzaken mij</b>. Doordat zijn tegenstanders met hun lege roem en menselijk oordelen zo'n succes bij de Korintiërs hadden gehad werd Paulus genoodzaakt net als hen te roemen, zij het met de nodige ironie (zie bijv. <a class=""dl"" name=""VOETNOTEN_47011030"" contenteditable=""false"">2Kor 11:30</a>).</div>",3
505,47012011,"<div><b>ik moest door jullie aanbevolen worden</b> – Als de Korintiërs dat hadden gedaan, dan was heel zijn betoog en roemen in zijn zwakte niet nodig geweest. En het had ook niet nodig moeten zijn. De Korintiërs kenden Paulus, zijn liefde voor hen, zijn boodschap. Ze hadden moeten weten dat hij nergens in <b>gebrek leed vergeleken met de opperste apostelen</b> (zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_47011005"" contenteditable=""false"">2Kor 11:5</a>), maar ze keken te veel naar uiterlijk vertoon (<a class=""l"">10:7</a>) en namen maar al te makkelijk een andere Jezus aan, een andere boodschap (<a class=""l"">11:4</a>). Hij voegt nog toe: <b>ook al ben ik niets</b>. Nog altijd wil hij niets weten van eigen roem, maar wijst al te graag naar zijn zwakte, want dan is het Christus' kracht die door hem heen kan werken en zichtbaar kan worden (vers 9). Ook kan hier je hier weer een zekere ironie doorheen horen klinken richting zijn tegenstanders, die juist op hem neerkeken (4:7; 11:6) en hem zwak noemden.</div>",4
506,47012012,"<div><b>Inderdaad, de tekens van een apostel werden geëffectueerd onder jullie</b> –&nbsp;Ze hadden moeten weten dat hij in niets onderdeed voor die ""opperste apostelen"" (vorig vers), omdat ze aan zijn optreden konden herkennen dat hij een apostel was. Deze tekens deed hij <b>in alle volharding</b> die het leven van een apostel kenmerkt (<a class=""l"">1Kor 4:9-13</a>).&nbsp;Elders noemt Paulus als teken van zijn apostelschap dat hij de Heer gezien heeft (<a class=""l"">3:1</a>; <a class=""l"">1Kor 9:1-2</a>).</div>",4
507,47012012,"<div><b>zowel tekens als wonderen en krachten</b> – <a class=""l"">Hand 2:22</a>; <a class=""l"">Rom 15:19</a>; <a class=""l"">2Thes 2:9</a>; <a class=""l"">Heb 2:4</a>;</div>",5
508,47012013,"<div><b>Want wat is het&nbsp;waarin jullie werden achtergesteld<span class=""Apple-converted-space"">&nbsp;</span>...<span class=""Apple-converted-space"">&nbsp;</span>tenzij dat ik zelf jullie niet&nbsp;tot last ben? </b>–&nbsp;Paulus' tegenstanders vonden dat het leven op kosten van de <a class=""mw"">gemeente</a> die je dient ook een teken van apostel is, en zien daarom neer op Paulus die dit niet doet en dus geen ""echte apostel"" is. (<a class=""l"">11:20</a>; <a class=""l"">1Kor 9:12</a>). Daarom vraagt Paulus hier met enige ironie welke bewijzen ze niet gekregen hebben van zijn apostelschap, met uitzondering van het feit dat hij ze financieel niet tot last is geweest.&nbsp;Maar Paulus ziet dit feit niet als onderscheidend teken voor een apostel. Hij erkent dat hij er recht op heeft (<a class=""l"">1Kor 9:4-14</a>), maar meent dat het geen plicht is van het apostelschap. Daarom kunnen ze hem dit moeilijk verwijten, en zegt dus met ironie: <b>Schenk mij <a class=""mw"">genade</a> voor deze <a class=""mw"">onrechtvaardigheid</a></b>!</div>",4
509,47012014,"<div><b>de derde keer ben ik gereed naar jullie toe te komen</b> – Hier laat Paulus weten een volgend bezoek voor te bereiden&nbsp;(voor een chronologie van de eerdere twee, zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_47001001"" contenteditable=""false"">2Kor 1:1</a>). Ook van deze derde keer zegt hij: <b>ik zal jullie niet t</b><b>ot last zijn</b>,&nbsp;<b>want ik zoek niet wat van jullie is, maar jullie zelf</b>. Opnieuw zal hij financieel niets van hen vragen. Als hij zou komen kon hij zijn gezag als apostel laten gelden en hun geld opeisen, maar hij doet het niet voor het gewin (<a class=""l"">2:17</a>), en doet alles om te voorkomen dat het evangelie onder hen gehinderd wordt (<a class=""l"">11:7-9</a>).</div>",4
510,47012014,"<div>Als motivatie voor zijn houding brengt hij een <a class=""mw"">geestelijk</a> principe naar voren. Hij was voor de Korintiërs als hun vader, want hij had hen voortgebracht in het evangelie (<a class=""l"">1Kor 4:14,15</a>). Dan zegt hij: <b>de kinderen zijn de ouders niet verschuldigd te vergaren maar de ouders de kinderen</b>. Als een kind ter wereld komt heeft het niets te geven aan zijn ouders, maar heeft het juist alles nodig van de ouders om te groeien en volwassen te worden. Zo gaat Paulus ook met zijn <a class=""mw"">gemeenten</a> om. Als hij bij ze komt, en de gemeentes bij wijze van spreken nog kinderen zijn, verlangt hij niets van hen, en doet er alles aan om hen niet tot last te zijn. Als gemeentes verder zijn aanvaard hij soms wel hun bijdrage. Zie ook voetnoot bij&nbsp;<a class=""dl"" name=""VOETNOTEN_47011008"" contenteditable=""false"">2Kor 11:8</a>.</div>",3
511,47012015,"<div>Het principe en Paulus' vaderlijke liefde beschreven in het vorige vers worden hier bevestigd wordt met de woorden ""<b>Ik zal echter met veel genot verspillen en opgebruikt worden voor jullie zielen</b>"". Dit zagen de Korintiërs niet, en ze voelden zich gekrenkt door zijn houding. Ze vielen hem er op aan. Maar in plaats van dat Paulus nu hen wel zou berispen en zijn recht op zou opeisen, zal hij ook in zijn derde bezoek hen niet tot last zijn. Ja, hij heeft er een genot in zo zijn liefde aan hen te tonen. Evenzo werkt de<span class=""Apple-converted-space"">&nbsp;</span><a class=""mw"">genade</a><span class=""Apple-converted-space"">&nbsp;</span>van God. Ondanks dat we niet de liefde ten volle erkennen waarmee Hij ons &nbsp;<a class=""mw"">genade</a><span class=""Apple-converted-space"">&nbsp;</span>schenkt, gaat Hij verder door de<span class=""Apple-converted-space"">&nbsp;</span><a class=""mw"">genade</a><span class=""Apple-converted-space"">&nbsp;</span>nog meer te laten overvloeien (<a class=""l"">Rom 5:20</a>).</div>",3
512,47012015,"<div>Toch wijst Paulus de Korintiërs wel op hun reactie. Ondanks hun afwijzing had hij hen overvloediger lief, maar zij leken dit niet op te vangen, zodat hij schrijft: <b>wordt ik dan minder geliefd</b>? Dit sluit aan bij eerdere oproep in deze brief van Paulus aan de Korintiërs, om zijn liefde met wederliefde te beantwoorden (<a class=""l"">6:11-13</a>).</div>",4
513,47012016,"<div><b>Laat het dan zo zijn</b> – Ook Paulus' tegenstanders moeten toegeven dat Hij de Korintiërs niet financieel tot last geweest is. Daar zijn ze het dan over eens. Maar zijn tegenstanders gaan wederom een stap verder om hem te beschuldigen. Ja, hij heeft hen <b>niet overbelast</b>, maar hij heeft hen <b>door bedrog gegrepen</b>! Hij nam misschien niet direct geld aan, maar hoe zit het met die grote sommen geld in de collecte kas? Zou Paulus niet stiekem alsnog er mee vandoor gaan, maar dan via zijn medewerkers? (verg. <a class=""l"">8:6</a> en verder; <a class=""l"">9:1-4</a>) Hij antwoord met een aantal retorische vragen. Geen van de medewerkers die Paulus naar hen gestuurd heeft, heeft de Korintiërs voor zichzelf of voor Paulus om geld gevraagd.</div>",4
514,47012017,"<div><b>wie ik afgevaardigd heb naar jullie</b> – <a class=""l"">7:6,714,15</a>; <a class=""l"">8:6</a>; <a class=""l"">1Kor 4:17</a>; <a class=""l"">16:10</a>;&nbsp;</div>",5
516,47012018,"<div><b>Wandelen wij niet in dezelfde <a class=""mw"">geest</a>, in dezelfde voetsporen?</b> – De Korintiërs waren goed bekend met Titus, die Paulus een paar keer naar hen toe had gestuurd – al bestaat de mogelijkheid dat de verleden tijd van ""<b>heb</b> ... <b>gestuurd</b>"" in het vorige vers en in <a class=""l"">8:6,18</a> niet verleden was t.o.v. het schrijven van de brief, maar t.o.v. het lezen van de brief, dus dat ná het schrijven van de brief Titus door Paulus gestuurd werd, mogelijk met de brief zelf, maar dat dit bij het voorlezen dus al verleden was, en dus als verleden tijd is opgeschreven – en ze konden dus op de vraag antwoorden nu hij bij hen was. Mogelijk had Paulus hem echter al vooruit gestuurd om de collecte klaar te maken, zie <a class=""l"">9:3-5</a>. In elk geval konden ze weten: Titus wandelde met dezelfde <a class=""mw"">gezindheid</a>, in dezelfde <a class=""mw"">geest</a> en voetsporen. Ook hij zou de Korintiërs niet uitbuiten.</div>",3
515,47012018,"<div><b>Ik heb Titus aangesproken en gestuurd samen met de broeder</b> – <a class=""l"">8:6,18,19-23</a>; <a class=""l"">9:3-5</a>;</div>",5
517,47012019,"<div>In deze brief heeft Paulus de aanvallen tegen hem, zijn motieven, zijn apostelschap, zijn bekwaamheid en zijn evangelie afgeslagen. Dat alles lezend zouden de Korintiërs sterk het gevoel kunnen krijgen dat hij vooral zijn eigen positie aan het veilig stellen is, maar dat is niet zijn doen. Zij spreken <b>tegenover God, in Christus</b>, en zijn dus niet gericht op mensen. De weerleggingen zijn niet met het oog op het behoudt van hun eigen positie, maar omdat Paulus wist dat de Korintiërs anders in handen van zijn tegenstanders zouden vallen, en een andere Jezus zouden volgen en afgebracht worden van het evangelie <span>(<a class=""l"">11:3-4</a>)</span>. Het was <b>voor hun opbouw</b>&nbsp;(verg. <a class=""l"">10:8</a>; <a class=""l"">13:10</a>; <a class=""l"">Rom 14:19</a>).</div>",3
518,47012020,"<div><b><b>Want ik vrees dat ... ik jullie niet zou vinden zoals ik wil en ik gevonden zou worden door jullie zoals jullie niet willen</b></b> – Het want geeft een reden voor het voorgaande. Daarin gaf Paulus aan dat hij in deze brief alle beschuldigingen en insinuaties weerlegd heeft, niet voor zichzelf, voor zijn eigen positie, maar om de Korintiërs op te bouwen. En die opbouw is nodig, zo vreest hij, omdat zijn komst anders op een telleurstelling kan uitlopen. Voor hem, omdat zij&nbsp;nog met een onvolwassen houding in het <a class=""mw"">geloof</a>&nbsp;zouden staan, zoals het laatste deel van het vers omschrijft, en als gevolg daarvan ook voor hen, omdat dat&nbsp;hij streng moet optreden en hen terecht moet wijzen (<a class=""l"">12:21</a>-<a class=""l"">13:5</a>).</div>",3
519,47012020,"<div><b>dat wellicht</b> – De Griekse woorden hier,&nbsp;<a class=""ghw"" name=""G_l_3340"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">mē</span><span class=""Greek"">μη</span></span></a>&nbsp;<a class=""ghw"" name=""G_l_4371"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">pōs</span><span class=""Greek"">πως</span></span></a>, vormen in combinatie met het werkwoord ""vrezen"" een angst waarvan nog hoop is dat het niet zo is. De ontkenning van <a class=""ghw"" name=""G_l_3340"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">mē</span><span class=""Greek"">μη</span></span></a> die daarvoor gebruikt wordt kan echter niet direct vertaald worden, zodat deze hoop in de vertaling gebracht moet worden met de woorden ""dat wellicht"".</div>",0
520,47012020,"<div><b>twist</b> – <a class=""l"">1Kor 1:11</a>; <a class=""l"">3:3</a>;</div><div><b>jaloersheid</b> – <a class=""l"">1Kor 3:3</a>; <a class=""l"">Gal 5:20</a>; zie echter <a class=""l"">2Kor 7:7</a>;</div><div><b>gramschappen</b> – <a class=""l"">Rom 2:8</a>; <a class=""l"">Gal 5:20</a>; <a class=""l"">Efe 4:31</a>; <a class=""l"">Kol 3:8</a>;</div><div><b>partijschappen</b> – <a class=""l"">Rom 2:8</a>; <a class=""l"">Gal 5:20</a>; <a class=""l"">Fil 1:17</a>;</div><div><b>kwaadsprekerijen</b> – <a class=""l"">1Pet 2:1</a>;</div><div><b>fluisteringen</b> – Alleen hier. Gedacht moet worden aan roddelen.</div><div><b>opgeblazenheid</b> – Alleen hier. Verg. <a class=""l"">1Kor 4:18,19</a>; <a class=""l"">5:2</a>; <a class=""l"">8:1</a>; <a class=""l"">13:4</a>;</div><div><b>oproeren</b> – <a class=""l"">6:5</a>; <a class=""l"">1Kor 14:33</a>;</div>",5
521,47012021,"<div><b>dat weer</b> – Hierbij moeten we de woorden ""ik vrees"" uit het vorige vers opnieuw aanvullen. Voor de vertaling ""dat"", zie de voetnoot bij ""dat wellicht"" in <a class=""dl"" name=""VOETNOTEN_47012020"" contenteditable=""false"">2Kor 12:20</a>.</div>",0
522,47012021,"<div><b>dat weer, bij mijn komen, mijn God mij zal verootmoedigen naar jullie toe </b>– Tijdens zijn eerdere bezoek (zie chronologie in de voetnoot bij <a class=""dl"" name=""VOETNOTEN_47001001"" contenteditable=""false"">2Kor 1:1</a>) was Paulus al teleurgesteld geraakt in de houding van de Korintiërs (<a class=""l"">1:23</a>; <a class=""l"">2:1</a>). Daarom is hier het woord ""weer"" toegevoegd, hij is bang ze zo weer te vinden bij zijn derde bezoek, als ze niet door de woorden aangesproken en opgebouwd worden, en dat hij zo verootmoedigd zou worden, omdat zijn brief dan geen effect gehad heeft.</div>",4
523,47012021,"<div>Het heeft mogelijk enkele maanden geduurd voordat Paulus weer bij de Korintiërs was. Hij reisde eerst door Macedonië, zo ver als Illyricum. Net als bij zijn tranenbrief zal hij echter onrustig geweest zijn, nog niet wetend hoe de Korintiërs zouden reageren op deze brief. Zij hadden hem bedroefd, hij had hen aangesproken, zelfs gedreigd harder op te treden als dit nodig was bij een volgend bezoek. Hoe zou hij zich gevoeld hebben toen hij de stad naderde? Volgens de niet canonieke brief van Clement waren zijn inspanningen niet tevergeefs geweest, en waren ze vruchten gaan dragen.</div><div><br></div><div>Volgens <a class=""l"">Hand 20:2-4</a> bleef Paulus drie maanden in Griekenland voordat hij moest vertrekken omdat de Joden een complot tegen hem gesmeed hadden. Daarna kwam hij met verschillende broeders uit andere gemeentes naar Griekenland, naar Athene. Onder hen wellicht ook de broeders die hij aanbevolen had voor de collecte, zie voetnoten bij <a class=""dl"" name=""VOETNOTEN_47008018"" contenteditable=""false"">2Kor 8:18</a>&nbsp;en <a class=""dl"" name=""VOETNOTEN_47008022"" contenteditable=""false"">2Kor 8:22</a>, al had hij die wellicht al vooruit gestuurd, zie <a class=""l"">9:3-5</a>;</div>",3
